country,code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
WEST BANK AND GAZA,PSE,0.0,0.0,0.0,0.0,2843300000.0,3282800000.0,3409600000.0,3759800000.0,4067800000.0,4271200000.0,4313600000.0,4003700000.0,3555800000.0,3968000000.0,4603100000.0,5125700000.0,5348300000.0,5815700000.0,7310400000.0,8085700000.0,9681500000.0,11186100000.0,12208400000.0,13515500000.0,13989700000.0,13972400000.0,15405400000.0,16128000000.0,16276600000.0,17133500000.0,15531700000.0,18109000000.0,19165500000.0,17847900000.0,13711100000.0
QATAR,QAT,7360439423.07692,6883516483.51648,7646153983.51648,7156593653.84615,7374450769.23077,8137911978.02198,9059340384.61539,11297802115.3846,10255495027.4725,12393131868.1319,17759890109.8901,17538461538.4615,19363736263.7363,23533791208.7912,31734065934.0659,44530494505.4945,60882142857.1429,79712087912.0879,115270054945.055,97798351648.3516,123627197802.198,167775274725.275,186833516483.516,198727747252.747,206224725274.725,161739835164.835,151732142857.143,161099175824.176,183335164835.165,176371428571.429,144411538461.538,179732142857.143,235709340659.341,217308516483.516,219162637362.637
ROMANIA,ROU,38247882300.4904,28850634899.856,25121666666.6667,26361160449.9704,30072805104.2542,37430162102.6125,36937074278.3004,35575214078.2428,41696091973.7076,35953156753.739,37253739511.1273,40395116581.4832,46065502702.5817,57806384143.166,74973656851.8076,98454380120.0761,122023735992.706,174588782938.583,214315932061.275,174110532658.867,170064350671.827,192623977894.173,179117323107.087,189798603751.235,199722319675.741,177885131240.315,185290759248.844,210147385855.419,241791427223.903,250080428511.595,250625048303.578,285071280114.469,295319437556.988,347757995758.914,382564217988.866
RUSSIAN FEDERATION,RUS,517014446227.929,517962962962.963,460290556900.726,435083713850.837,395077301248.464,395537185734.854,391724890744.498,404928954191.876,270955486862.442,195907128350.934,259710142196.943,306602070620.5,345470494417.863,430347420184.885,591016690732.385,764015973481.11,989932071352.543,1299703478481.65,1660848058303.11,1222645900055.7,1524916715223.95,2045922753398.04,2208293553878.42,2292470078346.22,2059241589895.01,1363482182197.71,1276786350881.14,1574199360089.0,1657328773461.31,1693115002708.32,1493075894362.14,1829186719575.1,2291612121334.64,2071505725030.58,2173835806671.66
RWANDA,RWA,2550185679.08109,1911600236.67461,2029026961.55894,1971525711.83511,753636370.454545,1293535193.49248,1382334879.40812,1851558197.31088,1989343546.17594,2157108262.84452,2068836754.37431,1966600715.49841,1966003468.49117,2138237278.73822,2376496067.01198,2933819766.17656,3319784538.73346,4070507894.61656,5179854064.57033,5674476969.06444,6124756654.12346,6884913658.10632,7654761050.18587,7819964030.17937,8238966124.23115,8543760199.80208,8695272057.91798,9252833891.40871,9637904520.86283,10349300276.7623,10174386856.6101,11078787090.1564,13316161002.3912,14331722703.4134,14251642235.0968
SAUDI ARABIA,SAU,117630173564.753,132223230974.633,137087850467.29,132967957276.368,135174899866.489,143343124165.554,158662483311.081,165963684913.218,146775466666.667,161717066666.667,189514933333.333,184137600000.0,189605866666.667,215807733333.333,258742133333.333,328459608764.111,376900133511.348,415964509673.115,519796800000.0,429097866666.667,528207466666.667,680660800000.0,751921333333.333,769755733333.333,787153066666.667,693414400000.0,689279466666.667,741266133333.333,886564800000.0,888890133333.333,767951200000.0,982661066666.667,1239075200000.0,1218584533333.33,1239804533333.33
SUDAN,SDN,33641222222.2222,44171194366.2039,7031933491.84899,8881005435.80602,12793794737.042,13830363899.9163,9018300724.66086,11681175864.3383,11250221536.7484,10682028339.6898,12257299147.2936,15716361792.1926,18137128388.3606,21355298459.5955,26646007250.7319,35182711987.974,45263831634.1497,59440139774.8128,64833083257.1431,51621044076.9231,58962978034.4828,55018567210.5263,37632919966.6667,43024018082.1918,49516748617.9775,51726758676.7677,42630376000.0,41283617976.1905,32333780383.2924,32338079165.2893,27034593750.0,34229513774.9936,51666875363.0963,39898289820.7951,49672435513.1126
SENEGAL,SEN,7390967360.42121,7255210469.51743,7769817839.95644,7367986241.21869,5034588195.55806,6326342633.4034,6559712165.96508,6041478725.90443,6505607909.05324,6592834932.80876,6013185003.97525,6507824829.26254,7006402319.75856,8768721563.18211,10076816666.6196,11009033437.939,11697918243.0035,13994218412.9619,16853989627.548,16145867494.9405,16121315909.0758,17814283639.3119,17660870411.5235,18918667724.8817,19797253440.2679,17774766696.1759,19040312333.1864,20996562943.5979,23116701556.1381,23403995992.1354,24530513037.7518,27520784129.7508,27783332222.6759,30696331295.7826,32808056600.9436
SINGAPORE,SGP,36144336768.7023,45466164978.2923,52131320032.8797,60603815716.2653,73688724431.1412,87812540788.4293,96293086513.0872,100123787215.299,85728207781.7785,86286849754.8905,96076539925.7409,89793790669.6515,92538372869.6942,97646401095.6369,115033593101.049,127807848728.398,148627286361.351,180941701357.97,193617323539.203,194150283771.566,239807980591.24,279356499090.458,295092888076.589,307576360584.992,314863580758.455,307998545269.398,319646468521.497,343673334902.33,377123710560.614,376161998830.048,349165858544.568,436591382250.464,509017841146.557,505439514078.019,547386645891.847
SOLOMON ISLANDS,SLB,214877666.846068,227540473.340087,269034595.812985,300746361.128739,402837005.272596,469443201.503274,510586430.190127,526554005.954357,457579840.225066,488024514.369359,419842674.227652,409508552.979972,346406738.885237,417666638.600021,468000121.313434,552881356.697517,617257457.758489,695291217.982227,776335523.470373,805557289.459198,898128551.289162,1063898226.71892,1185217634.37393,1285905957.64116,1335576762.84974,1307908813.59962,1379486290.71433,1469790526.3972,1615473250.25259,1619150563.92084,1536143427.82958,1558312103.84225,1466670929.62333,1506124566.40404,1583964703.75061
SIERRA LEONE,SLE,649644097.566129,779981987.10656,679940813.948366,768867882.965994,911853802.365613,870740291.519248,941709422.502965,850232760.017239,672368187.114756,669386623.951402,635866403.776065,1681473893.76655,1933863910.73227,2142618045.93129,2237350687.46606,2545275312.60512,3263697466.73514,3632957611.35152,4157895298.19572,3953403098.37107,4262805966.78755,4861632884.67985,6141666509.36295,7502762862.72657,7686138790.90872,6788352974.78329,6084297211.10217,5749846528.48046,6390514688.52816,6523577594.29408,6688307703.1447,7166931485.49433,7121125277.52542,6415852766.73832,6971127235.3123
EL SALVADOR,SLV,4817542204.0,5252342400.0,5813399300.0,6680269200.0,7679384000.0,8921947100.0,9586327800.0,10221705900.0,10936669900.0,11284197000.0,11784927700.0,12282533600.0,12664190300.0,13243892200.0,13724810900.0,14698000000.0,15999890000.0,17011750000.0,17986890000.0,17601620000.0,18447920000.0,20283780000.0,21386150000.0,21990960000.0,22593470000.0,23438240000.0,24191430000.0,24979190000.0,26020850000.0,26881140000.0,24921190000.0,29043140000.0,31870120000.0,33853940000.0,35364960000.0
SAN MARINO,SMR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976606910.602381,1048316225.70471,1109473367.84318,1007661366.66959,1059529812.37456,1148872072.38556,1462590266.59186,1715340542.988,1786514058.22344,1909765165.43137,2188654628.38097,2403213305.03601,2064277126.41466,1881191925.32503,1813717438.69134,1604701299.43546,1678741475.14095,1673911426.17254,1419401070.56043,1468343139.74326,1528620346.31168,1655353653.05934,1616340692.28937,1541248248.80727,1855652786.18368,1829211863.9476,2027527227.831,0.0
"SOMALIA, FED. REP.",SOM,1031282081.16683,717974929.763158,709297578.5,1260132955.78746,1481205097.98113,1534756134.55022,1792234297.39194,2191749013.58124,2962047564.41651,3045751527.66005,3412797450.20112,2252847464.68608,2192684134.59273,2836724351.5616,3859592813.10255,4683246454.10048,5026743282.04251,5430713728.89074,5913620292.90573,2948594552.44952,2687807003.73935,2906000096.93249,4364670159.99578,5062881600.00104,5728399719.99958,6152149099.99942,6613743069.99912,7621501710.0012,7873000000.0,8656000000.0,8628000000.0,9483000000.0,10203000000.0,10958000000.0,11967000000.0
SERBIA,SRB,0.0,0.0,0.0,0.0,0.0,17921892655.3672,23277430167.5978,27153408994.8074,21004077441.4802,20878694850.5767,7326373882.11044,13599378661.9952,17930583571.3055,23593044417.5086,26845632341.8075,28334256180.8801,33298057361.7412,44888028946.0854,54220641201.6474,46955984409.7271,43536629233.1424,51251098408.0924,45103269969.4112,50455529604.0696,49114321280.3466,41297410634.9586,42225495909.5633,45972834713.8077,52787520248.9242,53864693664.5568,55874017668.998,66159884072.5308,66809895701.2152,81343999280.0179,90097765959.1114
SOUTH SUDAN,SSD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14586253383.0632,12231264525.0671,14602072410.9506,14907308932.7534,11931472169.4915,18426469016.9492,13962212847.4576,11997800760.2242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAO TOME AND PRINCIPE,STP,119297932.757045,107484142.71556,94861780.6228352,125742228.756741,131338414.584209,103695236.781001,135188165.74708,91920274.2401657,72285403.8423458,77302211.9248351,76198394.8202671,75951133.3777948,85171073.8777498,102085769.123419,114582283.916382,136450662.390592,142775104.081626,149146918.888611,188021165.00338,200668065.03175,190021192.489536,226455001.243083,225815131.929273,267041747.584354,293119143.246825,259999643.047388,292267272.196925,322002845.229335,383717327.830508,412976082.620705,471229484.607144,524402455.54816,540809499.189348,690456806.696406,822154621.088897
SURINAME,SUR,388400000.0,448100000.0,404600000.0,428764705.882353,605492537.313433,691590497.737557,861372806.2082,926422500.0,1110850000.0,886290697.674419,947671969.69697,834279357.798165,1093574468.08511,1274190311.41869,1484092538.40527,1793410397.38738,2626380435.17877,2936612021.85792,3532969034.60838,3875409836.06557,4368370997.92126,4422276621.78703,4980000000.0,5145757575.75758,5240606060.60606,5126237646.22072,3317421648.09918,3591679430.99988,3996198866.57453,4016040575.08796,2911807496.20227,3107923197.96954,3791603200.0259,3472693412.08497,4416775112.09627
SLOVAK REPUBLIC,SVK,12915046978.1615,14459924588.948,15699327209.2121,16737973764.3476,20428139755.6056,26180022222.2222,28197790874.5247,27844628979.2682,29976207629.4888,30496272225.1337,29215726004.7765,30726659550.9717,35243658398.7546,46616149116.7411,57215475076.2986,62547753148.4638,70751813442.9881,86587749517.9724,100830060552.902,89342984697.5246,91112160800.7668,99705104723.4341,94724394278.052,99134277850.3418,101713075598.862,89178548717.3324,90347173228.6356,95978130734.9766,106611673364.837,105843498304.094,107732602896.441,120511265913.343,115792972358.209,133578518423.544,140934076532.375
SLOVENIA,SVN,19832029087.1272,14454495058.907,14277261540.7456,14449298371.7879,16400767069.6294,21367422159.3207,21470699362.6062,20726878751.5006,22058635314.4836,22609669083.7179,20159190701.6789,20668868706.8115,23214593516.2095,29360575031.8177,34156553313.4031,35947936823.7781,39260368837.0342,47880266542.577,55509332322.3578,49975540954.8465,47793117240.9001,51199194599.3094,46167053954.3367,47867056858.8892,49514466379.6057,42709468274.8137,44290685824.0682,48153200134.6613,53689067639.9176,53909922735.545,53384760135.1581,61540813361.8556,59899117741.0022,69255264238.3855,72972015197.3859
SWEDEN,SWE,261466577008.853,273831464572.137,283908914454.48,212644602615.823,228699066874.028,267050453506.792,291949597375.485,268249616890.856,270887306758.576,274318357862.122,262903560280.282,242497797484.776,267371907446.776,334072443515.576,384545442175.019,391688455928.597,422528394459.353,490047789548.441,514614100832.941,434311714442.499,492750897239.447,570538581144.45,549739674655.127,584125353119.18,577727767303.596,501602351911.6,513058312950.939,535172356784.769,549649344043.182,530894124494.418,544265668451.678,631693331300.776,575071237640.921,578990915246.07,603715224265.798
ESWATINI,SWZ,1114694040.66987,1156135717.94598,1284759927.54594,1357189551.68431,1419294254.4183,1698989463.99106,1602741833.70552,1716714070.12471,1576908856.34674,1547888495.98428,1697161557.89452,1502870485.88122,1393945030.65105,2149632433.27703,2710331785.24986,3097946371.06311,3215307900.74767,3391122887.17476,3235921170.5095,3525213502.43118,4360714358.88708,4722912047.32265,4747813067.26006,4463396204.01995,4285065665.03168,3908217914.21824,3722306116.72872,4462640651.49219,4643751059.28203,4617018958.69086,4134677809.50096,4807069277.20114,4746660273.50829,4621191261.84214,4858885840.77236
SEYCHELLES,SYC,392163560.868669,398307169.860405,461409398.855893,504230620.551871,517570058.151034,540733047.733048,535250347.089479,598966982.350186,647287375.762528,662838614.880674,654212394.27164,662064155.920692,742134837.50919,750847230.099263,893012218.181818,977899381.818182,1081441283.31798,1077308813.82945,979597394.293453,850901620.433301,981616542.328454,1058918707.26124,1089407839.19709,1333160407.38516,1387577870.08161,1432403352.12944,1568513348.14463,1675370641.01416,1784313926.76807,1868690096.73454,1382551751.56908,1487173794.80528,2018346588.73752,2187379754.66167,2167239562.46013
SYRIAN ARAB REPUBLIC,SYR,12308624417.8268,12981833333.3333,13253565861.1424,13695962055.4771,10122020000.0,11396706586.8263,13789560878.2435,14505233463.035,15200846153.8462,15873875968.9922,18937052543.4373,20237024724.7039,20669357462.3831,21828144686.0394,25086950495.0495,28858965517.2414,33751788856.305,40465318382.0585,52557913568.9549,54111735628.7065,61390830874.7007,67539428159.4474,43190318032.5627,21361254635.051,21502061465.9498,16466863117.0009,12597854877.4254,16369843352.3453,21497782867.6426,22583045060.0821,12047752036.091,14353205678.4991,23622827079.5047,0.0,0.0
TURKS AND CAICOS ISLANDS,TCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358744800.0,366707900.0,409753600.0,485598800.0,578645800.0,721891500.0,773490000.0,862684000.0,703176000.0,686788000.0,842941000.0,832848000.0,863328000.0,956605000.0,1078274000.0,1202078000.0,1197958000.0,1314329000.0,1371838000.0,918387000.0,1236459000.0,1434119000.0,1638653000.0,1745378000.0
CHAD,TCD,1738605557.76313,1877137981.75712,1881847669.69794,1463251163.9188,1179837963.22213,1445919894.57661,1607345355.78298,1544689576.92712,1744794531.21401,1534673583.2487,1388506771.58756,1710843377.00119,1997005708.81576,2742815071.5744,4422855660.82592,8655892392.92919,9709626596.13031,10865385131.5172,13385593990.3378,12317614053.6841,14058506663.7252,16685349673.9957,17892228569.8861,17865316886.3315,18144336903.7175,14559599499.5011,13026289835.7789,13349041408.7152,15327000248.8701,14905517742.8454,14932897821.2387,16871937697.5854,17828508289.6049,18340233748.8805,19518819751.283
TOGO,TGO,2299665505.61434,2262767860.10937,2390796915.91958,1741944426.20894,1387662121.46736,1849110468.19569,2069506014.46659,2116818622.95834,2241650112.33333,2226577203.91399,2106848752.27753,2093498674.49678,2410199032.43102,2987984050.99318,3191561508.69088,3221910408.46516,3320907721.74508,3759962853.26476,4578847112.70688,4721888275.26937,4746386893.22553,5422439152.10906,5413541649.14901,6021729629.82454,6393314707.85456,5755457836.01866,6071167584.1951,6387424239.8801,7029215766.46367,6992654019.28876,7486031561.86885,8541668141.26198,8646453099.4124,9816236302.58515,10651180146.531
THAILAND,THA,85343190719.0107,98234714971.0612,111452746517.655,128889262951.157,146683778959.101,169278916592.843,183035237429.281,150180456565.728,113675596787.738,126669211778.94,126392224253.794,120296476180.402,134300904400.022,152280615245.887,172895685154.658,189318408468.595,221758296021.621,262942621455.053,291382982430.951,281710630187.319,341104766329.17,370818739623.622,397558325278.579,420333654592.547,407339040197.651,401296238228.084,413366349747.508,456356813536.764,506754208404.485,543976691793.886,500461898480.246,506194668789.937,495644697587.661,515906283940.933,526517658841.684
TAJIKISTAN,TJK,2629395066.27017,2536585365.85366,1908554572.27139,1646623195.15603,1522001205.54551,1231561860.39946,1043654822.33503,921518032.909326,1320199581.52261,1086612290.27171,860541842.263697,1080772551.29433,1221106220.2868,1555318261.4172,2076176869.41089,2312352020.6689,2830213848.6203,3719524540.86193,5161299725.27673,4979472364.4534,5642221099.17704,6522756255.012,7633036903.07634,8448411318.25417,9112605459.32845,8271431485.07484,6992416096.89018,7536402852.85802,7764999999.45362,8300813599.3084,8133963550.65742,8937805347.13963,10713525200.3998,12244169292.7998,14204575548.5536
TURKMENISTAN,TKM,3189539641.3171,3208098919.0146,3200539816.0601,3179225948.58114,2561118608.35516,2482228439.71407,2378759975.44506,2450350625.10407,2605689134.49042,2450564100.18292,2904663310.9825,3534772732.39746,4462029108.72349,5977440582.80171,6838351088.46688,8103901996.37024,10276674364.8961,12664165103.1895,19271523178.8079,20214385964.9123,22583157894.7368,29233333333.3333,35164210526.3158,39197543859.6491,43524210526.3158,35799714285.7143,36169428571.4286,37926285714.2857,40765428571.4286,40810067974.509,41509903181.7231,40589905812.0364,42208726137.7192,45894538665.5538,51387209872.2994
TIMOR-LESTE,TLS,128210142.0,147713000.0,187891500.0,216914400.0,239040500.0,262819900.0,306956900.0,319972700.0,325729800.0,225357600.0,366924276.517996,477359252.614385,469455490.775238,490439116.183565,440771962.234046,462267954.030558,453792414.597114,542795446.507391,648523571.342018,726937835.848612,881909347.096515,1042534597.52614,1160555039.5788,1395727420.71268,1447535182.8616,1590282371.46446,1640464612.08088,1584878439.93596,1555988614.43594,2032550389.41316,2162619240.86927,3625024341.27346,3208599889.00965,2079767170.22651,1865608515.41321
TONGA,TON,113563821.577404,132201141.446861,137066290.550071,138489884.393064,195990986.21421,208871665.748682,222100576.345483,214991452.314998,191504892.761394,199208717.501913,204848487.806485,181117230.406546,182764280.828501,202246591.215502,230678011.42199,261823805.433238,292232703.306768,298519623.342085,344438844.333518,312415028.446113,366887374.989696,414143828.494419,471122971.305043,451788498.263614,440997738.014078,437525514.240726,420828262.317922,459976850.268529,493530783.00463,506031238.979937,506571467.895978,519306352.78704,556514555.400882,591139749.44287,0.0
TRINIDAD AND TOBAGO,TTO,5068000000.0,5307905882.35294,5439552941.17647,4669491134.2478,4947181645.55221,5329217747.21258,5759570336.11287,5737771523.10148,6043686653.62189,6808982520.75759,8154342116.10311,8824849191.03571,9008298228.60273,11305459802.0683,13280291989.5755,15982389018.4041,18369361094.3886,21641620049.9352,27871587349.5413,19172165225.5015,22157920592.3669,25433007437.1605,27147349937.4689,28560537057.1548,29474180005.1333,26841141793.2143,23624322192.6274,23830750900.6899,23883058083.2171,23477745791.6977,20888515184.2239,24222963262.7213,28341164301.126,25036993423.3664,25633544529.4849
TUNISIA,TUN,12290568181.8182,13074782608.6957,15496708060.4184,14608335608.1543,15633174304.0905,18030876599.3444,19587161806.7655,20746210353.845,21802893587.126,22943202174.9668,21473528160.7782,22065832448.8623,23141616604.5242,27453902261.4629,31183885241.4396,32272186694.8043,34376664600.5898,38915353866.757,44859439902.2191,43455740497.3061,46206091937.9628,48123325825.0739,47311401812.6733,48685446413.953,50271812920.612,45779494041.9295,44360072680.4476,42163530590.9462,42686504459.801,41905642418.825,42491780918.361,47073234359.1819,44929920092.7955,48205328303.3398,51332285656.5422
TURKIYE,TUR,150655500191.644,151034731543.624,159104772991.851,180415757851.616,130650447499.071,234699627004.035,250366965174.129,263817553748.395,276035372654.608,256673939247.773,274748463178.502,202195080239.036,240778008473.845,315392899922.379,410156784495.948,508314210212.544,559668118237.002,685228481017.03,775415944332.866,653894449921.288,782545664268.333,844192507380.795,885327622479.052,962167643588.925,942343431928.654,865460050683.656,870818016909.84,863874522365.276,788356985773.667,775853144222.613,733628247119.077,839938668172.134,926097476913.818,1141242864657.45,1359123768774.12
TUVALU,TUV,9542900.90136505,10127313.9132358,10535028.1423687,10414399.9564792,11772610.6579341,11922614.1984666,13338597.3300737,13734210.096632,13795146.2092638,14800503.2582747,15073975.5349377,13964732.327114,16842672.5952874,19456338.0318228,22798274.9795551,22909979.8163078,24096875.4635825,28450168.692765,31874434.857882,28076983.9703819,32105408.4771121,39196957.4908996,39345579.4723758,38615890.6320745,38760982.6540096,36811936.0824587,41629064.2232388,45276595.3533146,48015259.8751356,54123198.5662913,51746594.3148543,60196405.7138393,59065982.0873657,62280311.5852172,0.0
TANZANIA,TZA,6184384225.02712,7197768158.58347,6681997469.31292,6182872707.82523,6550480483.9385,7631431840.49992,9433528150.36609,11158197941.9152,12172790056.3733,12704334195.8151,13371767081.7428,13563990022.3641,14129651895.6911,15211487708.7684,16673062473.3981,18395383647.4975,18619859795.2852,21860434823.4808,27947821397.9272,29400573553.6075,32012892919.37,34657140096.4836,39650394362.9287,45648857242.315,49986726460.6805,47413919817.124,49774409374.4538,53274884532.7886,57003712892.0858,61026731925.9213,66068737786.0639,70655628147.8986,75749121842.9149,79030935627.0781,78844405385.2195
UGANDA,UGA,4304399310.30967,3321729159.62277,2857457761.90922,3220439044.18949,3990430446.71216,5755818842.49246,6044585326.938,6269333313.17108,6584815846.52754,5998563257.94659,6193246837.09687,5840503868.51573,6178563591.12051,6606884275.23087,7939487547.77384,9239221763.05793,9977647682.96954,11902564494.8833,14440404132.2047,25127805566.6584,26673441430.7857,27871725241.4723,27305915910.7877,28915786516.6123,32612397257.4458,32387183730.1002,29203988696.2626,30744473841.424,32927025619.6795,35353061003.4359,37600368241.6657,40529788748.6737,45565333210.9108,48768955863.3175,53911907086.1525
UKRAINE,UKR,81393558423.4406,77350733982.4458,73945908383.7046,65648559903.0571,52549580264.8064,48213856468.5718,44558831005.0621,50151531591.7317,41882523345.1804,31580639553.8298,32375083934.8241,39309580983.2282,43956163612.0433,52010355753.0461,67220154164.3166,89238865118.5263,111884752475.248,148733861386.139,188110390659.515,121552153444.124,141209170427.233,169333835201.554,182591753827.949,190498811460.028,133503871861.723,91030967789.0717,93355869403.9223,112090505081.739,130891088293.55,153883047509.577,156617722013.342,199765859570.935,161989520721.19,181221517868.744,190741262414.705
URUGUAY,URY,9298807850.29979,11206176650.9075,12878148790.7348,15002136971.1745,17474588895.8918,19297663096.5506,20515458113.5857,23969739233.8966,25385886977.5228,23983945190.6202,22823270892.1094,20898761742.2386,13606515722.5864,12045638351.8507,13686329890.1191,17362857683.8545,19741420739.8901,23797773024.3992,31119602538.8322,32708319077.5179,41950361211.9581,50342406067.0777,54232266358.7811,61337621933.7857,61496186973.902,57680327998.6689,57480787465.2716,65005997963.4822,65344577415.7535,62222313618.8454,53559359261.826,60739084240.8633,70594110920.0358,77991666837.7382,80961511073.5797
UNITED STATES,USA,5963144000000.0,6158129000000.0,6520327000000.0,6858559000000.0,7287236000000.0,7639749000000.0,8073122000000.0,8577554457000.0,9062818202000.0,9631174489000.0,10250947997000.0,10581929774000.0,10929112955000.0,11456442041000.0,12217193198000.0,13039199193000.0,13815586948000.0,14474226905000.0,14769857911000.0,14478064934000.0,15048964444000.0,15599728123000.0,16253972230000.0,16843190993000.0,17550680174000.0,18206020741000.0,18695110842000.0,19477336549000.0,20533057312000.0,21380976119000.0,21060473613000.0,23315080560000.0,25604848907611.0,27292170793214.4,28750956130731.2
UZBEKISTAN,UZB,13362340337.8657,13800167711.5003,12953801760.2414,13099920055.9608,12899074922.38,13350461264.9969,13948892215.5689,14744603773.5849,14988971210.8383,17078465982.0282,13760513969.314,11401421329.1974,9687788512.80184,10134453435.4603,12030023547.8807,14307509838.8053,17330833852.919,22311393927.8817,29549438883.8338,33689223673.2577,49765676402.4495,60178909297.208,67517349212.0609,73180037914.9104,80845385809.4529,86196264755.3105,86138288644.171,69703222282.7278,58695899092.1083,67293639798.3996,66443265418.3086,77340060003.0347,90095926567.4359,102641879248.764,114965293466.611
ST. VINCENT AND THE GRENADINES,VCT,240366666.666667,254829629.62963,277955555.555556,286307407.407407,289437037.037037,316007407.407407,331488888.888889,347770370.37037,373618518.518519,390718518.518519,427946037.037037,462072333.333333,487763851.851852,509090888.888889,549900185.185185,579948925.925926,643501148.148148,713596666.666667,732663259.259259,714300259.259259,720447888.888889,713796370.37037,730032592.592593,764781259.259259,770900000.0,786555555.555555,814303703.703704,844040740.740741,884329629.62963,910481481.481481,864566666.666667,888677777.777778,989188888.888889,1072237037.03704,1157207407.40741
"VENEZUELA, RB",VEN,48606952194.7752,53453444786.6256,60416519620.0849,60037460783.1941,58418666666.6667,77389487770.0883,70543211119.099,85837678559.8324,91336763255.0597,97972842461.5131,117146466002.661,122911036746.729,92893587733.6549,83620628582.1082,112451400424.964,145513489651.872,183477522123.894,230364012575.687,315953388510.678,329787628928.472,393192354510.653,316482190800.364,372592062768.06,258930655486.37,214689614732.719,125449241571.391,112915034262.314,115883275162.586,102021093964.682,73014084091.3,42838020721.1995,56614976854.5499,89013255584.7499,102376526555.948,119802963257.783
BRITISH VIRGIN ISLANDS,VGB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIRGIN ISLANDS (U.S.),VIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3262000000.0,3443000000.0,3797000000.0,4428000000.0,4484000000.0,4784000000.0,4244000000.0,4201000000.0,4324000000.0,4223000000.0,4089000000.0,3738000000.0,3565000000.0,3663000000.0,3798000000.0,3794000000.0,3923000000.0,4121000000.0,4229000000.0,4507000000.0,4672000000.0,0.0,0.0
VIET NAM,VNM,6471740805.56984,9613369520.41885,9866990236.43587,13180953598.1716,16286433533.3228,20736164458.9505,24657470574.7501,26843700441.5482,27209602050.0452,28683659006.7752,31172518403.3162,32685198808.5549,35064105500.8344,39552513231.9169,45427854693.2554,57633255738.1992,66371664817.0436,77414425532.2452,99130304099.1274,106014659565.214,147201173196.979,172595049183.925,195590661129.249,213708811665.34,233451469642.519,239258328381.741,257096001177.982,281353605986.903,310106478394.659,334365270496.667,346615738537.796,366474752771.009,413445230668.578,433857681378.291,476388230307.175
VANUATU,VUT,168879207.244148,201334169.054441,209088824.608438,200491853.167847,233701301.490486,249333250.082507,261370044.486614,272771209.113662,262293410.708334,268006972.690296,272014627.835262,257926881.72043,262596535.549028,314471413.001776,364996869.129618,394962433.029368,439358586.535588,516392922.513728,590748429.401902,592622319.145664,670712979.682038,770153588.218833,747839697.746593,758304466.245339,773717010.546445,759690180.951654,804323576.861028,880043284.399407,914727908.137793,936526267.622513,909421043.508407,950394006.532514,1055031360.57356,1115861055.72463,1117972034.22642
SAMOA,WSM,125766269.755358,125597205.422315,132303041.36253,133122897.196262,221098106.508876,224865731.381903,249907868.772424,285475591.89651,269485244.15511,255408060.259486,258856139.798489,266299591.479428,281790134.211972,333426188.41876,407747565.096959,476801793.159429,499923757.780736,573548459.833372,641346191.664776,628006115.424052,680260907.153983,744097050.169115,773141661.165548,797736334.281305,796683519.593842,824150498.653536,843924796.697421,884844384.463214,878448433.404342,912950466.064906,868884902.953089,859724936.05765,889554711.842341,1044909500.02527,1175749785.65113
"YEMEN, REP.",YEM,12643821568.9626,14665445462.1149,17959367194.005,21736802664.4463,28019483763.5304,12796345679.0123,6496163615.66086,6838298530.54911,6322175565.94651,7639325295.88287,9679316770.18633,9852990692.98714,10693430511.4664,11777532662.0499,13867634371.4773,16731566717.1888,19063143369.858,21650528674.0933,26910855807.288,25130278212.5575,30906749533.221,32726417878.391,35401331609.5916,40415233436.1767,43228585321.3272,42444490073.8555,31317825274.1507,26842229044.5848,21606160663.0318,0.0,0.0,0.0,0.0,0.0,0.0
SOUTH AFRICA,ZAF,126048140141.869,135203698237.977,146956150986.636,147194747565.75,153512712381.836,171735933897.331,163234925380.563,168978057327.73,152982984557.233,151516957078.536,151752757215.309,135429905922.526,129087556612.449,197018965308.697,255806908594.573,288867217196.534,303858675363.643,333077117253.684,316131258616.309,329754060647.129,417363822801.713,458199494830.834,434400545085.811,400886013595.573,381198869776.106,346709790458.563,323585509674.481,381448814653.456,405260723892.517,389330032224.269,337974655408.055,419986284375.368,407596043067.885,381440724491.232,401144998373.585
