country,code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
DJIBOUTI,DJI,452328087.282876,462421998.525779,478058304.871118,466048469.22986,491689220.744875,497723960.589913,494004647.73437,502675542.001227,514267869.300758,536080148.097299,551230861.856505,572417440.820162,591122039.601398,622044665.515049,666072101.777505,708633194.726566,768873684.032838,847918929.107984,999105339.267729,1049110684.72493,1128611700.3618,1239144501.77525,1353632941.5207,2044440443.16654,2220637966.25047,2424391785.43897,2604955228.70117,2762581334.22612,2913464658.08768,3088851450.30694,3144136196.6228,3392796953.08939,3562814908.76149,3898447007.38798,4152145939.98458
DOMINICA,DMA,201429629.62963,219762962.962963,234059259.259259,245525925.925926,264374074.074074,274522222.222222,292285185.185185,302988888.888889,322411111.111111,331759259.259259,333470370.37037,377462962.962963,375200000.0,373318518.518519,396711111.111111,391455555.555556,416674074.074074,444685185.185185,480003703.703704,515618518.518519,519859259.259259,532081481.481481,520355555.555556,545325925.925926,572255555.555555,583177777.777778,612711111.111111,563355555.555555,628244444.444444,644259259.259259,528944444.444444,562911111.111111,623062962.962963,659311111.111111,688881481.481481
DENMARK,DNK,138217740684.484,139180507777.691,152966494259.538,143111306004.102,156017919221.457,184848481008.139,187481157845.724,173241365735.483,176877077513.133,177887720535.535,164043817223.59,164881594415.341,178788209558.311,218421193436.252,251986155630.852,265150087711.985,283386151543.687,320213157595.018,354979471960.142,322619152194.594,322345594075.47,344315595263.175,326792574244.963,344631016965.12,352832602064.452,301758922337.637,312181849372.233,331610593961.988,355293374912.393,345401473012.615,355631021931.621,406110162088.054,400114306337.077,404651706117.557,424524722037.047
DOMINICAN REPUBLIC,DOM,7073675544.79021,9824483339.94518,11605382504.0,13081042400.0,14644734599.4778,16637370839.1608,18241622547.5908,20017450041.3075,21672215546.7642,22136579396.9218,24305780628.6677,25601823687.5742,27137440786.2562,21403167848.1444,22322387382.494,35777560683.9366,37879830084.2627,43965458508.5056,48091433554.186,48223781476.8909,53801053352.5005,57948261615.957,60561635555.6383,62555417414.582,67014329099.5549,70966782572.4386,75552902635.7075,79070274743.1658,84994732049.3461,89146130744.723,78546672406.8291,94850719516.7127,113478087134.8,120456239153.739,124282245638.568
ALGERIA,DZA,62048507531.3357,45715676428.2766,48003133346.9957,49945584452.6506,42543176828.9237,41764291671.7711,46941554225.3581,48177612042.1507,48187781984.4881,48640671734.9711,54790398570.3282,59413400923.6364,61516103406.1688,73482264190.9245,91913680985.1708,107046618669.707,123084258693.01,142482739809.849,180383848331.135,150317292079.359,177785053939.531,218331946925.304,227143746075.934,229701430292.157,238942664192.59,187493855609.345,180763839522.151,189880896903.073,194554483655.528,193459662090.677,164873415325.201,186231205262.082,225581644702.568,247923887214.655,269322281664.773
ECUADOR,ECU,15239272611.5809,16988535267.6338,18094238119.0595,18938717358.6793,22708673336.6683,24432884442.2211,25226393196.5983,28162053026.5133,27981896948.4742,19645272636.3182,17539454727.3637,23127055000.0,27054197000.0,30965208000.0,35194947000.0,40278849000.0,45690762000.0,49848725000.0,61139438000.0,60094978000.0,68151329000.0,78986648000.0,87735048000.0,96570334000.0,102717794000.0,97209558000.0,97671433000.0,104467486000.0,107478961000.0,107595830000.0,95865473000.0,107179074000.0,116133121000.0,121147057000.0,124676074700.0
"EGYPT, ARAB REP.",EGY,42978914311.3504,37387836490.5284,41855986519.4235,46578631452.581,51897983392.6453,60159245060.4541,67629716981.1321,78436578171.0914,84828807556.0803,90710704806.8416,99838543960.0763,96684636118.5984,85146067415.7303,80288461538.4615,78782467532.4675,89660339660.3397,107426086956.522,130437828371.278,162818181818.182,189147005444.646,218983666061.706,235989672977.625,279116666666.667,288434108527.132,305595408895.265,329366576819.407,332441717791.411,248362771739.13,262588632526.73,318678815489.749,383817841547.099,424671765455.704,476747720364.742,395926075163.006,389059911003.566
ERITREA,ERI,0.0,0.0,477101651.648376,467872714.755603,531688311.688312,578015625.0,693535954.190067,686490090.140141,745523116.900052,688918537.115555,706370815.584416,752371688.743186,729321680.154324,870248267.550163,1109054005.43971,1098424685.66169,1211161879.6748,1317974491.05691,1380188800.0,1856695551.21951,1589515447.15447,2065001626.01626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPAIN,ESP,536175326477.31,576753902321.857,630465353486.104,524700572623.872,530183651720.283,614170002668.802,642251412058.321,589739772727.273,618731484575.12,634394904386.874,598102854756.08,627798682378.741,708938227243.923,907963217057.645,1069829382514.67,1154667551775.88,1261846683275.29,1476746276854.51,1636115447612.5,1496587590847.66,1427989078916.67,1487568659241.25,1330994811670.31,1362186923157.65,1380244561361.96,1206164777553.12,1243015667917.12,1321754088818.83,1431642809327.06,1403496387686.27,1289783836971.21,1461244901852.69,1448850658406.62,1619481980719.64,1725671652742.19
ESTONIA,EST,0.0,0.0,0.0,4013091682.2914,4123011419.74174,4502970889.06373,4786018988.16491,5154420649.23354,5674080542.88575,5756912265.75809,5686579747.53524,6250218422.70164,7370119619.4782,9876595528.45528,12148595031.0559,14109491356.7964,17025671810.3124,22450264166.4385,24342935403.5447,19633984440.1223,19524355419.038,23303915794.7569,23237406116.3988,25451032780.7573,27055689003.0038,23311847750.9394,24561027787.7896,27469461919.1189,31222632740.7247,31873748770.0313,31820771493.8974,37201101170.5847,38226641740.29,41470344395.1086,43130419829.35
ETHIOPIA,ETH,12478943895.1691,13799799323.6715,10754799036.5745,9051043870.12197,7100806753.92942,7855205206.93405,8761215548.48614,8803539988.33248,8013274131.69715,7892973531.80045,8242349617.8638,8231326016.47494,7850809498.16803,8623691300.04079,10131187261.4421,12401139453.9738,15280861834.6024,19707616772.7996,27066912635.2228,32437389116.038,29933790334.3418,31952763089.33,43310721414.0829,47648276605.0123,55612228233.5179,62103418181.8182,68475871209.607,76366081766.6667,83337901071.9697,91834517112.628,98676811061.4035,109070960371.859,123140304666.0,135874093202.492,149740297952.986
FINLAND,FIN,141446120354.533,127794441993.824,112537828510.751,89112105756.2194,103182697780.307,134060457516.34,131991975148.848,126862902302.142,133990876724.522,135234241918.147,125967821110.589,129519672868.898,140360963811.765,171612867735.686,197458297639.769,204859368790.661,217044068234.117,256360251537.648,285698662071.094,253480783439.453,249429613683.334,275126915515.565,257443384492.969,270268036626.275,273478528954.901,233210733506.25,238777818792.608,253846138440.0,273869255596.078,267014821129.411,270000311606.226,294223210496.119,280253099309.34,295021982462.75,298696961297.656
FIJI,FJI,1337017559.49728,1383883249.591,1532411039.05479,1636101246.9394,1825732092.54674,1970301486.20561,2128696643.62574,2090221137.02876,1653146716.58235,1936459986.03795,1678219507.89829,1652462023.46215,1833279985.36741,2300492465.32276,2708078476.63012,2980403844.72096,3076305452.86506,3378314599.76402,3523185919.55826,2870624635.68032,3140166712.79624,3779411899.37483,3972028104.47328,4189967998.51424,4857104768.86844,4682479893.97558,4930213644.36653,5353469174.47838,5581425327.44397,5344907153.46698,4227719873.3865,4158873156.17978,4977861885.60316,5476673518.13788,5968125909.27126
FRANCE,FRA,1257649439826.53,1258961748633.88,1389663073110.28,1314383368079.69,1385822778827.98,1595219345511.89,1598889216566.23,1449392222971.45,1496906382032.47,1486915879701.93,1360959069477.49,1370376677298.86,1492427756382.43,1835095983049.09,2109792297237.03,2192146403028.17,2317861544690.82,2655816911866.56,2926802941585.86,2700075882518.98,2646230027988.34,2870408553990.28,2683007095787.23,2816077607875.26,2861236112552.42,2442483452642.5,2470407619777.13,2588868323334.71,2781576320884.39,2722793515171.76,2647926055110.05,2966433692008.09,2794788137066.94,3056250648138.29,3160442622465.08
"MICRONESIA, FED. STS.",FSM,147200000.0,166200000.0,178100000.0,198400000.0,202500000.0,219930003.350969,216545996.897124,204397167.480929,216520601.071838,217198869.130571,229616847.556821,236387710.833256,237654335.835633,240949861.080731,235538109.216531,245905050.832081,248583534.788766,252011254.242462,258124736.278522,274654606.935781,290638857.061212,306799375.530804,322838077.579294,312808581.662958,313994033.967662,310175057.802073,325000000.0,359000000.0,392000000.0,394000000.0,372902700.0,391601900.0,415956900.0,441469400.0,471425099.488675
GABON,GAB,5952293764.84777,5402919784.57004,5592390827.39854,4378645081.01769,4190819344.22255,4958845648.04778,5694040002.89863,5326817114.53586,4483417309.83011,4662992036.2073,5080483628.53013,5023265413.2623,5335451099.88223,6511903365.47554,7770219008.21293,9582783990.85345,10327598306.4575,12455409587.3371,15571348344.3379,12113699068.2517,14372593020.2885,18210307743.5816,17170464016.0593,17595744798.3398,18203966895.8433,14383107762.6952,14023890265.3665,14929487485.1623,16867326401.9626,16874405465.391,15342236163.9864,19444935097.2395,20440655695.1804,19388372070.9778,20895684425.6752
UNITED KINGDOM,GBR,1093169389204.55,1142797178130.51,1179659529659.53,1061388722255.55,1140489745944.29,1349094208616.06,1425287051482.06,1569317288801.57,1660821464060.95,1693458987218.9,1671597821152.97,1656171009068.66,1790536570743.41,2061227755102.04,2429774807762.72,2551361818181.82,2719558417663.29,3104699879951.98,2945251838235.29,2429358155475.93,2496740681057.14,2675590034128.66,2719715961539.83,2796908333283.39,3085362169410.29,2945579890258.46,2706807606538.73,2699118387873.1,2897028009916.05,2875710080015.3,2724001478304.59,3194559188925.93,3181244350465.41,3420796653789.08,3686033044482.13
GEORGIA,GEO,7735927263.59261,6324503311.25828,3690328963.64086,2701181331.30816,2513867645.13316,2693732611.81599,3094936177.1918,3510520231.21387,3613497316.55319,2800025882.71672,3057475335.18846,3219462262.0075,3395766677.67315,3991377904.13162,5125365191.98664,6410912049.87105,7745250733.95067,10172931088.5655,12795145130.9103,10766920065.8251,12426907967.1578,15475290469.2869,16894392033.2256,17517660143.6859,17966015109.3043,15223796148.8396,15444548901.9637,16473125375.0684,17902544880.6471,17638337116.9126,16010869215.68,18853115588.8106,24984568959.605,30777833600.6515,34189423544.9955
GHANA,GHA,5889106573.46088,6603185267.79643,6416103925.83267,5968922939.37198,5446383726.77047,6464382807.67884,6932991739.37767,6891443192.24985,7482069162.42008,7718109982.26093,4982850662.20851,5314872854.4405,6166197847.85031,7632723555.66221,8881417906.71432,10744568381.4456,20885037596.6963,24827339138.4906,28679383241.0729,26048720005.5233,32197655566.5347,39336668080.559,41271701060.954,62845721959.827,54678533805.9064,49436806230.4839,56144179397.8516,60385409434.8567,67259353965.6087,68352629246.1555,70008243859.8666,79514204730.3979,73919003209.9866,80547146878.3843,82308110386.4641
GUINEA,GIN,3888320665.52218,4396178694.1535,4789220416.70641,4781166116.51789,4932800406.92974,5385704166.43341,5641243099.76661,5516916163.0949,5232118046.3713,5046806782.54761,4367458866.71537,4125527603.22908,4301608752.51396,5025167975.26363,5300767960.51572,4282468636.90501,4220019845.26341,6281918226.34408,6964179983.17212,6716905339.73136,6853467145.53089,6785137203.33153,7638044556.84656,8376613539.28278,8778473372.82124,8794201742.84609,8595955222.49719,10324668271.1362,11857030366.7891,13442861496.4454,14088693742.9464,17069115737.8259,19910452541.9219,22407615556.0571,25008678293.4084
"GAMBIA, THE",GMB,317083695.477797,690311080.515018,714254256.122189,755040974.087322,746493951.900959,785999864.840299,848239446.21576,803633342.473706,840285264.631545,814724032.065735,782913871.80966,687410645.063943,578235309.327198,487038685.045496,961900651.423441,1027701067.55688,1054112487.74083,1279703047.0221,1561766955.73024,1450142508.57808,1543294926.87301,1409693596.93594,1415004738.26621,1375609453.43746,1229461721.40861,1378176608.93204,1484578885.97132,1504909462.69521,1670671327.81651,1813609692.49994,1812170891.19069,2014158842.14596,2204734527.88096,2382262184.68273,2404888749.21907
GUINEA-BISSAU,GNB,634187269.235013,668470890.785147,588309271.28603,615779518.807114,612502084.797565,660195402.013602,702965147.568054,698107222.422492,591034143.426384,579365780.135134,391345597.488269,412610871.509121,466773711.235579,553614800.145707,582169841.298304,639776040.688424,634781901.251494,753162998.015113,952667544.037289,890167833.369849,940112538.936436,1157074319.19388,1049412177.11413,1109682824.13594,1135250721.0374,1152384166.79638,1245074264.10396,1469978606.12143,1554133593.91699,1596227316.34846,1705057581.09946,1908094558.33981,1859601384.05928,2127688181.12014,2218393804.54798
EQUATORIAL GUINEA,GNQ,112119411.489965,110906028.536862,134707183.84662,136047906.245408,100807002.540195,141853360.867855,232463022.802961,442337870.69437,370687634.425712,621117885.668503,1045998496.43872,1461139022.02954,1806742742.27311,2484745935.09329,4410764338.66733,8217369092.65224,10086528698.8604,13071718758.7373,19749893536.3204,15027795173.2187,16314443436.2903,21357343668.9447,22388344143.9131,21948834283.7856,21765453081.9826,13185496881.0174,11240808847.8878,12200913878.9827,13097012133.6159,11364133549.7478,9893816007.7398,12215878032.7166,13687643435.6249,12337550583.754,12765777677.0622
GREECE,GRC,96529587274.2906,103680863712.844,114608178405.434,107295704518.43,114980063202.247,134974613913.811,142502984144.96,138766067640.085,139612812175.718,137131371955.307,125760166224.805,132050474720.03,150253800085.865,196930509813.384,234979615898.225,242315668619.405,269073415333.676,314226996944.108,351121399546.485,326829054686.306,296417644404.034,283228079776.041,238841140018.233,236556279640.705,233911581521.062,194567373678.099,193097239005.87,200381103984.298,213298873494.394,207305649887.019,191362985554.861,218303801895.326,217990189600.69,242946187738.269,256238371778.118
GRENADA,GRD,278098762.962963,300757888.888889,310160444.444444,309812185.185185,325111814.814815,342172518.518519,366911444.444444,392190592.592593,445903592.592593,482009370.37037,520044370.37037,520444185.185185,540336925.925926,591018407.407407,599118592.592593,695555555.555555,698700666.666667,758683592.592593,825976037.037037,771275555.555555,771014814.814815,778655555.555555,799881481.481481,842618518.518518,911496296.296296,997007407.407407,1061640740.74074,1125685185.18519,1166514814.81481,1213485185.18519,1043411111.11111,1122222222.22222,1224007407.40741,1336418518.51852,1371918518.51852
GUATEMALA,GTM,7650196845.21546,9406135143.41165,10440781587.5435,11400017301.4587,12983233310.7467,14655404433.2771,15674835615.3139,17790026221.6139,19395491992.9939,18318412251.3642,19288929030.0508,18405220247.4412,20444205991.025,21576351798.9145,23577298094.6571,26783389293.922,29744246827.1839,33567850824.1039,38503720224.3166,37126148264.6383,40676578423.4871,46876006272.2387,49593929487.1263,52996420177.4409,57852159007.6243,62186066547.6566,66053408205.8838,71653780740.4226,73328356007.6152,77172331693.4093,77719468248.3666,86455522272.7383,95641446500.6523,104368755054.601,113199581158.203
GUYANA,GUY,396582263.291139,348533094.812165,373573141.486811,454101382.488479,540874934.201012,621626785.915493,705406001.424501,749138009.56454,717530683.169567,694754988.258295,712667896.727512,712167450.162898,726131434.715338,743063950.317749,787814379.183843,824880550.343965,2379817990.6918,2730971595.39574,3025187433.33637,3165663152.73351,3432912516.92427,3691384317.52178,4063088535.76331,4167800928.83553,4127660151.8087,4279840193.7046,4482697336.56174,4748174334.14044,4787636997.85343,5173760191.84652,5471256594.72422,8041362110.31175,14718388489.2086,16918503597.1223,24662709832.1343
HONDURAS,HND,3734460116.73152,3699381195.10223,4122846905.18198,4190773622.25871,4105686899.43868,4672346193.95203,4798834459.45946,5569178707.22433,6163707533.23486,6394090592.33449,7186638029.05875,7651162302.3456,7858255412.86038,8230391346.67228,8869299234.3377,9757012696.56212,10917477066.1429,12361257680.5627,13881731875.7466,14587496229.1811,15839344591.9842,17710275685.4074,18528554397.5695,18499729214.904,19756533971.8698,20979791685.416,21717604952.1835,23136247990.5977,24067750760.499,24882225741.8119,23352232483.755,28144331506.6149,31426041806.7985,34355805527.9795,37093565854.0437
CROATIA,HRV,25650213279.6781,18760386774.7973,10621169290.9986,11259647874.4986,15062911616.8222,22772394546.6058,24150978346.5253,24175764812.1218,25890228429.7214,23777026779.3004,22134411297.473,23066883849.6467,26757722428.6781,35245317001.8224,41836292157.3335,45013119281.806,49583544860.0759,59290621398.1561,68472854617.2831,62315996674.7984,58975205417.3439,62889007657.3899,57548115904.416,59846265181.8502,59606934500.9957,50998893384.8289,52650714171.8617,56182782585.9052,61667925219.0755,61466721186.3116,57959843541.3699,69002365163.3368,71196498671.1145,85624153964.0987,92983810328.9088
HAITI,HTI,3096289800.0,3473562627.79423,2257129791.61575,1878253767.31305,2167569046.11837,2813313278.81082,2907517603.76719,3338949151.59927,3723903723.63772,4153725883.84082,6813566098.8675,6331970324.31022,6205847213.6351,5071947798.27263,6087360684.2969,7030149730.33692,7638739122.67242,9228637767.69009,10432962634.8748,11597002834.7786,11859312725.1448,13008746038.8867,13708925477.1304,14902488604.2421,15146883497.6331,14849629308.6025,14069277526.2278,15093357161.1498,16403864617.8458,15016090929.5125,14508222518.3018,20944387975.7051,20253551920.5516,19850585722.3241,25224154990.7946
HUNGARY,HUN,34478360678.756,34867307352.646,38857339124.9084,40256233360.3817,43307949890.4603,46577614588.9926,46833767123.6915,47398564799.2496,48784412623.5939,49160204397.4635,47275954428.9586,53800068065.7969,67636468625.0428,85190469121.074,104015363080.271,113098237570.929,115604111412.139,140123326896.329,158228265915.534,130807441076.16,131898737241.166,141712804953.868,128470269689.958,135646053778.582,141128696412.321,125244126623.289,128983560865.293,143335098991.862,161184691013.835,164936682033.992,158468487754.196,183282685440.486,177002580544.155,213240316634.648,222722738925.641
INDONESIA,IDN,106140727333.636,116621996217.133,128026966579.964,158006700301.533,176892143931.505,202132028723.115,227369679374.973,215748998609.635,95445547872.715,140001351215.462,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868619196.085,364570515618.357,432216737774.861,510228634992.258,539580085612.401,755094157621.936,892969104563.171,917869913332.649,912524136718.018,890814755533.537,860854232686.214,931877364037.698,1015618744159.73,1042271532988.63,1119099871350.2,1059054842698.48,1186509691086.73,1319101183380.15,1371169301563.62,1396300098190.97
INDIA,IND,320979026420.035,270105341879.226,288208070278.013,279295648982.529,327274843459.429,360281909643.489,392896866204.516,415867563592.829,421351317224.941,458821052615.79,468395521654.458,485440139204.171,514939140318.756,607700687237.318,709152728830.775,820383763511.445,940259888787.721,1216736438834.96,1198895139005.92,1341888016994.9,1675615519484.96,1823051829894.55,1827637590410.41,1856721507621.58,2039126479154.52,2103588360044.94,2294796885663.16,2651474262755.45,2702929641648.74,2835606256558.19,2674851578587.27,3167270623260.47,3346107287730.93,3638489096033.86,3909891533858.08
IRELAND,IRL,49305632408.4929,49787501584.4847,55918538121.3989,52417477613.676,57097656065.96,69139823232.3232,75790786290.3226,82856648758.3572,90199410115.5097,98893958262.6438,100207610429.909,109346669229.695,128596035288.401,164670771259.602,194372115041.065,211876989655.907,232180617162.279,270079279419.5,275447471451.063,236443115853.695,221732824603.484,240975871046.644,226921827888.137,242924245718.756,266490442124.309,302101388556.271,305431252708.748,348355212568.515,395780319816.603,407211793800.713,436009027818.948,530394123829.763,548341794599.09,567372737459.116,609157459747.205
"IRAN, ISLAMIC REP.",IRN,124813263926.225,131637664958.014,119768691216.667,63743623232.012,71841461172.5964,96419225743.6737,120403931885.441,113919163421.155,110276913362.508,113848450088.351,109591707802.216,126878750295.944,128626917503.72,151911222119.488,187754571247.666,224970371324.67,265602187403.643,349736591832.418,406070949553.875,414059094949.063,487069570463.768,629082257472.368,644019315003.54,500399839839.877,462284793280.825,409191686496.677,478618064870.999,510239893417.645,411903303606.044,347988400957.999,280934329279.723,407350685583.335,422662261525.665,457510482317.483,475252089215.416
IRAQ,IRQ,180408064516.129,407796349.663785,553671957.671958,1031944881.13189,3991349282.75729,12894029888.1122,10433698621.3427,20764857056.3795,20617405044.2425,36881601583.8194,48364250943.9051,36176430128.8057,32928454672.4246,21921569478.8163,36633669269.3981,50065104667.8159,65147051918.0219,88837057319.5179,131614434153.505,111657580326.315,138516722649.573,185749664444.444,218002476129.472,234637675128.645,228415656174.957,166774104959.102,166743557747.671,187217660050.676,227367469034.031,233636097800.338,180898797516.874,209691945713.103,287372232137.931,268881051643.549,279641257615.385
ICELAND,ISL,6694851159.32729,7151260062.07169,7328497599.30768,6435952173.86159,6612804055.79289,7372640168.67697,7686566105.26316,7716781803.07823,8637732541.50677,9107644690.76647,9140168922.35677,8323401820.48477,9416199699.54736,11564687741.9859,13963943244.0018,17146410560.5279,17671649843.2602,21960110030.4426,18247921360.2599,13212543837.5133,13922711576.5124,15394005872.149,14943757823.3226,16244319958.6808,18052183514.8695,17700486957.1907,21083713310.457,25060086487.8901,26677652544.3499,24985687022.0452,22034665040.7901,26234872402.457,29166102877.2755,31677891896.7861,33255181468.9382
ISRAEL,ISR,62016729540.7093,70998755006.9019,79457685757.166,79855877174.4429,90740103828.6058,105497418058.646,115116595544.694,119459826346.611,120547409278.703,121417185061.719,136512300542.025,135002039612.906,125332331883.997,131408914824.005,140047984605.087,147519922009.047,158900547825.306,184681214673.45,221231658862.876,213403181852.86,239679036634.372,268094998225.028,263589172712.391,298478070673.058,315017088116.716,303469434072.296,321940971558.016,358451839052.991,376299083108.497,400645216358.857,410768352657.612,489851549972.347,525181008025.57,512184638998.974,540379921261.681
ITALY,ITA,1183945130898.51,1249092439519.28,1323204350353.5,1067412587670.73,1101750159702.21,1177369428265.78,1314776508972.27,1244988176443.84,1272729786996.77,1255004736463.98,1149661363439.38,1172041488805.87,1281746271196.04,1582930016538.82,1812808753294.75,1864982261286.85,1958563654385.64,2222524108127.65,2417508414187.19,2209484319012.65,2144936254535.0,2306974020278.21,2097929495121.68,2153225581941.46,2173255507985.84,1845428048839.1,1887111188176.93,1970720904584.71,2099435266458.67,2019606796583.53,1907481094079.23,2179207773596.09,2104067630319.46,2316727999333.18,2380825077243.59
JAMAICA,JAM,4592208086.69235,4106207649.05547,3535460089.80719,5440075675.74067,5452558947.03045,6577520642.82297,7393891920.80358,8400041723.54861,8787195622.43502,8887057997.36228,9005064474.93003,9194727831.07318,9719009494.84779,9430234810.78586,10174664853.9476,11243865777.7131,11930179089.8855,12799600047.1845,13709401520.0326,12120458114.8318,13220549908.2494,14444661522.1463,14807086555.5283,14264205152.6126,13899217679.9219,14963589915.5912,14898999754.1229,15783583236.675,16855447986.2221,17026269262.5307,15000214216.2439,15963885376.3537,18813516805.214,21418804319.6395,22014397089.7689
JORDAN,JOR,4160087507.83472,4344467193.25095,5310833193.59005,5606400221.69269,6236295978.24531,6727597031.96347,6927503526.09309,7245839210.15515,7912270803.94922,8149929478.13822,8460789844.8519,8975814652.8196,9582510578.27927,10195627644.5698,11411706629.055,12588998589.5628,15056981664.3159,17110437235.543,22658715989.3302,24537876056.338,27133804225.3521,29524149154.9296,31634561690.1408,34454440140.8451,36847643521.1268,38587017887.3239,39892551126.7606,41608435915.493,43370860704.2254,44503006338.0282,43700383098.5916,46296100140.8451,48764963380.2817,51088476338.0282,53352289577.4648
JAPAN,JPN,3185904656663.85,3648065760648.88,3980702922117.66,4536940479038.25,4998797547740.97,5545563663889.7,4923391533851.63,4492448605638.94,4098362709531.24,4635982224063.88,4968359075956.59,4374711694090.87,4182846045873.61,4519561645253.53,4893116005656.56,4831467035389.8,4601663122649.92,4579750920354.81,5106679115127.3,5289493117993.89,5759071769013.11,6233147172341.35,6272362996105.03,5212328181166.18,4896994405353.29,4444930651964.18,5003677627544.24,4930837369151.42,5040880939324.86,5117993853016.51,5054068005376.28,5039148168861.22,4262463317796.53,4213167237905.83,4027597523550.58
KAZAKHSTAN,KAZ,26932016269.6107,24923076923.0769,24917355371.9008,23409260879.9427,21250792886.1054,20374302652.3819,21035357936.8796,22165932062.966,22135245507.3656,16870817181.7799,18291990662.0356,22152689179.8815,24636598527.4437,30833692900.1091,43151647002.6096,57123671733.8952,81003864630.018,104849915058.376,133441648851.982,115308686941.38,148047348240.643,192626464617.071,207998568865.789,236634603409.089,221415613595.469,184388404706.042,137278320084.171,166805788827.233,179339977690.485,181667184854.501,171082365861.423,197112255360.612,225496328925.494,261840101059.923,291480274648.826
KENYA,KEN,8572359038.16958,8151488783.19064,8209120763.04955,5751786642.55871,7148148564.04239,9046320255.40507,12045865396.1323,13115764358.2846,14093998843.7334,12896010459.3711,12705350097.8044,12986007425.8781,13147736898.5176,14904517649.8476,16095337093.8366,18737895512.7378,25825512284.2891,31958195182.2406,35895153327.8497,42347217912.9176,45405615063.7551,46869473150.61,56396704671.5777,61671440407.8387,68285796514.2896,70120446896.8359,74815144163.8931,82036510877.2599,92202979985.2863,100378436207.371,100657505750.545,109703658904.994,114448978152.637,107500884685.013,120339557905.932
KYRGYZ REPUBLIC,KGZ,2660202622.91006,2542256424.35069,2315346942.855,2026019252.61241,1681780847.41091,1661147035.24388,1827570586.16784,1767864035.71943,1645963749.83146,1249061487.01457,1369688498.06778,1525116370.27939,1605643104.73021,1919008090.49641,2211534585.0034,2460246766.41401,2834168889.42019,3802570552.56105,5139958909.17936,4690061380.60253,4794361863.01353,6197765984.28468,6605142884.36215,7335033800.59056,7468102412.68237,6678177511.66313,6813095379.1187,7702938379.42036,8271106235.41552,9371275264.36735,8270468614.24051,9249133946.26531,12134931017.9465,15180842369.4894,17478259659.2625
CAMBODIA,KHM,1402541176.5121,2054974089.3643,2491486594.18917,2533727592.04165,2791435272.26653,3441205692.9166,3506695719.57259,3443413388.65696,3120425502.66241,3517242477.2548,3694168979.32019,4145665969.92864,4501227626.62752,5046693484.31767,5883297159.87352,7066296463.3598,8350531016.65753,10127916459.8983,12174303999.0812,12502901169.7377,13808673288.0696,16032622023.8265,17826536699.8016,19807135252.8649,22041463967.9009,24174170369.0738,26556545153.3573,29355665909.7905,33145892168.8958,36685356407.7206,34818073901.4851,36790163687.4421,39994532959.6074,42335646895.7984,46352647037.2406
KIRIBATI,KIR,36534294.7991591,41247791.6364169,61491369.281929,58953595.9090414,67055333.9021503,68596394.6026524,81456854.1385109,80205806.8250976,74905705.8928477,77323978.1928449,74910527.2586758,64935850.1573877,74743869.1313473,96105619.3795504,104085892.133271,113895437.324786,112338353.264712,138054945.643442,147017894.97877,140177384.145395,165458433.127645,195970140.170383,207001545.867109,201730860.757856,200287281.98074,191559398.688293,206467818.503227,222875736.343445,233514717.441266,216985388.322754,220898020.418627,285259881.131951,270040453.254018,288610747.738991,307862564.489711
ST. KITTS AND NEVIS,KNA,217259259.259259,220540740.740741,242137037.037037,263755555.555556,295159259.259259,313485185.185185,333944444.444444,374641307.974641,383257331.40548,406595484.373262,421695769.843918,458643829.014199,481077373.669966,469869869.86987,506900000.0,547203703.703704,644414814.814815,689285185.185185,777692592.592593,774274074.074074,778718518.518518,836092592.592593,824585185.185185,874548148.148148,952111111.111111,957222222.222222,1006818518.51852,1056977777.77778,1076548148.14815,1107855555.55556,883922222.222222,858622222.222222,981429629.62963,1055651851.85185,1122388888.88889
"KOREA, REP.",KOR,292064221388.988,340851946803.812,366921291824.719,405705302846.447,479181794216.859,586286469400.665,631196863758.281,589202526424.141,397297216492.19,515697079289.011,597487173479.109,567564806235.441,650014391470.21,728516494684.269,823251107638.814,971740329983.878,1095175538508.19,1220911904593.06,1091580692542.34,983065242417.36,1192830015737.68,1307103477219.1,1335343586437.67,1434669686501.84,1556252422020.44,1539212301135.55,1579150518945.44,1710196756713.17,1824251454306.83,1751045752054.63,1744070276373.34,1942313560965.9,1799363116866.52,1844800934391.54,1875388209406.8
KUWAIT,KWT,18427777777.7778,11009993703.1474,19858555214.7239,23941391390.7285,24848483838.3838,27186980646.5448,31492373308.7516,30350190704.4361,25943705784.2996,30122365849.2518,37718743480.0751,34889559869.8326,38135788413.8276,47874582231.588,59439090600.6108,80798630136.9863,101557330723.423,114634043361.692,147379737229.753,105968691905.415,115416245241.742,154039231245.856,174047662680.041,174168116534.844,162650450684.725,114585555688.511,109406674124.652,120687539805.505,138646316350.727,140856394860.529,111045470605.715,148350671489.144,183502046693.878,165384407116.233,160227273053.334
